
2019-04-28 15:35:03 : کد نماد			
2019-04-28 15:35:03 : IRB5IKCO8751	اوراق مشاركت ايران‌ خودرو		18719101
2019-04-28 15:40:53 : IRO1PSHZ0001	پتروشيمي‌شيراز
2019-04-28 15:40:53 : IRR1PSHZ0101	ح . پتروشيمي‌شيراز
2019-04-28 15:40:53 : IRO1SSIN0001	س. صنايع‌شيميايي‌ايران
2019-04-28 15:40:53 : IRR1SSIN0101	ح . س. صنايع‌شيميايي‌ايران‌
2019-04-28 15:40:53 : IRO1PIAZ0001	كشت‌وصنعت‌پياذر
2019-04-28 15:40:53 : IRR1PIAZ0101	ح . كشت‌وصنعت‌پياذر
2019-04-28 15:40:53 : IRO1KLBR0001	لبنيات‌كالبر
2019-04-28 15:40:53 : IRR1KLBR0101	ح . لبنيات‌كالبر
2019-04-28 15:40:53 : IRO1SBEH0001	صنعتي‌ بهشهر
2019-04-28 15:40:53 : IRR1SBEH0101	ح . صنعتي‌ بهشهر
2019-04-28 15:40:53 : IRO1BEPP0001	بهپاك‌
2019-04-28 15:40:53 : IRR1BEPP0101	ح . بهپاك‌
2019-04-28 15:40:53 : IRO1BENN0001	بهنوش‌ ايران‌
2019-04-28 15:40:53 : IRR1BENN0101	ح . بهنوش‌ ايران‌
2019-04-28 15:40:53 : IRO1LPAK0001	لبنيات‌ پاك‌
2019-04-28 15:40:53 : IRR1LPAK0101	ح . لبنيات‌ پاك‌
2019-04-28 15:40:53 : IRO1MINO0001	پارس‌ مينو
2019-04-28 15:40:53 : IRR1MINO0101	ح . پارس‌ مينو
2019-04-28 15:40:53 : IRO1CHCH0001	كشت‌ و صنعت‌ چين‌ چين
2019-04-28 15:40:53 : IRR1CHCH0101	ح . كشت‌ و صنعت‌ چين‌ چين
2019-04-28 15:40:53 : IRO1KDPS0001	خوراك‌ دام‌ پارس‌
2019-04-28 15:40:53 : IRR1KDPS0101	ح . خوراك‌ دام‌ پارس‌
2019-04-28 15:40:53 : IRO1DMOR0001	دشت‌ مرغاب‌
2019-04-28 15:40:53 : IRR1DMOR0101	ح . دشت‌ مرغاب‌
2019-04-28 15:40:53 : IRO1SASN0001	ساسان‌
2019-04-28 15:40:53 : IRR1SASN0101	ح . ساسان‌
2019-04-28 15:40:53 : IRO1SLMN0001	سالمين‌
2019-04-28 15:40:53 : IRR1SLMN0101	ح . ‌سالمين‌
2019-04-28 15:40:53 : IRO1SHPZ0001	پگاه‌آذربايجان‌غربي‌
2019-04-28 15:40:53 : IRR1SHPZ0101	ح . ‌پگاه‌آذربايجان‌غربي‌
2019-04-28 15:40:53 : IRO1SPKH0001	شيرپاستوريزه‌پگاه‌خراسان‌
2019-04-28 15:40:53 : IRR1SPKH0101	ح . شيرپاستوريزه‌پگاه‌خراسان‌
2019-04-28 15:40:53 : IRO1SPPE0001	شيرپاستوريزه‌پگاه‌اصفهان‌
2019-04-28 15:40:53 : IRR1SPPE0101	ح . شيرپاستوريزه‌پگاه‌اصفهان‌
2019-04-28 15:40:53 : IRO1SHAD0001	شهد ايران‌
2019-04-28 15:40:53 : IRR1SHAD0101	ح . شهد ايران‌
2019-04-28 15:40:53 : IRO1GORJ0001	بيسكويت‌ گرجي‌
2019-04-28 15:40:53 : IRR1GORJ0101	ح . بيسكويت‌ گرجي‌
2019-04-28 15:40:53 : IRO1GCOZ0001	گلوكوزان‌
2019-04-28 15:40:53 : IRR1GCOZ0101	ح . گلوكوزان‌
2019-04-28 15:40:53 : IRO1MRGN0001	مارگارين‌
2019-04-28 15:40:53 : IRR1MRGN0101	ح . مارگارين‌
2019-04-28 15:40:53 : IRO1MRAM0001	توليدي‌مهرام‌
2019-04-28 15:40:53 : IRR1MRAM0101	ح . توليدي‌مهرام‌
2019-04-28 15:40:53 : IRO1RNAB0001	روغن‌ نباتي‌ ناب‌
2019-04-28 15:40:53 : IRR1RNAB0101	ح . روغن‌ نباتي‌ ناب‌
2019-04-28 15:40:53 : IRO1NOSH0001	نوش‌ مازندران‌
2019-04-28 15:40:53 : IRR1NOSH0101	ح . نوش‌مازندران‌
2019-04-28 15:40:53 : IRO1KIVN0001	كيوان‌
2019-04-28 15:40:53 : IRR1KIVN0101	ح . كيوان‌
2019-04-28 15:40:53 : IRO1AZAB0001	صنايع‌ آذرآب‌
2019-04-28 15:40:53 : IRR1AZAB0101	ح . صنايع‌ آذرآب‌
2019-04-28 15:40:53 : IRO1MARK0001	ماشين‌ سازي‌ اراك‌
2019-04-28 15:40:53 : IRR1MARK0101	ح . ماشين‌ سازي‌ اراك‌
2019-04-28 15:40:53 : IRO1PKLJ0001	صنايع پتروشيمي خليج فارس
2019-04-28 15:40:53 : IRO1KSIM0001	كالسيمين‌
2019-04-28 15:40:53 : IRR1KSIM0101	ح . كالسيمين‌
2019-04-28 15:40:53 : IRO1ALTK0001	آلومتك‌
2019-04-28 15:40:53 : IRR1ALTK0101	ح . آلومتك‌
2019-04-28 15:40:53 : IRO1SAMA0001	صنعتي‌ آما
2019-04-28 15:40:53 : IRR1SAMA0101	ح . صنعتي‌ آما
2019-04-28 15:40:53 : IRO1NLAH0001	نوردولوله‌ اهواز
2019-04-28 15:40:53 : IRR1NLAH0101	ح . نوردولوله‌ اهواز
2019-04-28 15:40:53 : IRO1ALIR0001	آلومينيوم‌ايران‌
2019-04-28 15:40:53 : IRR1ALIR0101	ح . آلومينيوم‌ايران‌
2019-04-28 15:40:53 : IRO1BAHN0001	مس‌ شهيدباهنر
2019-04-28 15:40:53 : IRR1BAHN0101	ح . مس‌ شهيدباهنر
2019-04-28 15:40:53 : IRO1BMAS0001	صنايع‌بسته‌بندي‌ مشهد
2019-04-28 15:40:53 : IRR1BMAS0101	ح . صنايع‌بسته‌بندي‌ مشهد
2019-04-28 15:40:53 : IRO1BIRI0001	بسته‌ بندي‌ ايران‌
2019-04-28 15:40:53 : IRR1BIRI0101	ح . بسته‌ بندي‌ ايران‌
2019-04-28 15:40:53 : IRO1ALPS0001	آلومينيم‌ پارس‌
2019-04-28 15:40:53 : IRR1ALPS0101	ح . آلومينيم‌ پارس‌
2019-04-28 15:40:53 : IRO1SPTA0001	سپنتا
2019-04-28 15:40:53 : IRR1SPTA0101	ح . سپنتا
2019-04-28 15:40:53 : IRO1JAMD0001	جام‌دارو
2019-04-28 15:40:53 : IRR1JAMD0101	ح . جام‌دارو
2019-04-28 15:40:53 : IRO1FAJR0001	فولاد اميركبيركاشان
2019-04-28 15:40:53 : IRR1FAJR0101	ح .فولاد امير كبير كاشان
2019-04-28 15:40:53 : IRO1JSHO0001	جوش‌ و اكسيژن‌ ايران‌
2019-04-28 15:40:53 : IRR1JSHO0101	ح . جوش‌ و اكسيژن‌ ايران‌
2019-04-28 15:40:53 : IRO1FKAS0001	فولاد خراسان
2019-04-28 15:40:53 : IRR1FKAS0101	ح . فولاد خراسان
2019-04-28 15:40:53 : IRO1FKHZ0001	فولاد خوزستان
2019-04-28 15:40:53 : IRR1FKHZ0101	ح . فولاد خوزستان
2019-04-28 15:40:53 : IRO1FRVR0001	فرآوري‌موادمعدني‌ايران‌
2019-04-28 15:40:53 : IRR1FRVR0101	ح . فرآوري‌موادمعدني‌ايران‌
2019-04-28 15:40:53 : IRO1FRIS0001	فروسيليس‌ ايران‌
2019-04-28 15:40:53 : IRR1FRIS0101	ح . فروسيليس‌ ايران‌
2019-04-28 15:40:53 : IRO1TFKR0001	توليدفروموليبدن‌كرمان‌
2019-04-28 15:40:53 : IRR1TFKR0101	ح . توليدفروموليبدن‌كرمان‌
2019-04-28 15:40:53 : IRO1FSAZ0001	غلتك سازان سپاهان
2019-04-28 15:40:53 : IRO1LSAH0001	لوله‌سازي‌اهواز
2019-04-28 15:40:53 : IRO1SEPA0001	گروه‌صنعتي‌سپاهان‌
2019-04-28 15:40:53 : IRR1SEPA0101	ح . گروه‌صنعتي‌سپاهان‌
2019-04-28 15:40:53 : IRO1LSDD0001	لوله و تجهيزات سديد
2019-04-28 15:40:53 : IRR1LSDD0101	ح . لوله و تجهيزات سديد
2019-04-28 15:40:53 : IRO1SORB0001	ملي‌ سرب‌وروي‌ ايران‌
2019-04-28 15:40:53 : IRR1SORB0101	ح . ملي‌ سرب‌وروي‌ ايران‌
2019-04-28 15:40:53 : IRO1SOLI0001	سوليران‌
2019-04-28 15:40:53 : IRR1SOLI0101	ح . سوليران‌
2019-04-28 15:40:53 : IRO1LAMI0001	لاميران‌
2019-04-28 15:40:53 : IRR1LAMI0101	ح . لاميران‌
2019-04-28 15:40:53 : IRO1LMIR0001	لوله‌وماشين‌سازي‌ايران‌
2019-04-28 15:40:53 : IRR1LMIR0101	ح . لوله‌وماشين‌سازي‌ايران‌
2019-04-28 15:40:53 : IRO1PMET0001	پارس‌ متال‌
2019-04-28 15:40:53 : IRR1PMET0101	ح . پارس‌ متال‌
2019-04-28 15:40:53 : IRO1ALMR0001	آلومراد
2019-04-28 15:40:53 : IRR1ALMR0101	ح . آلومراد
2019-04-28 15:40:53 : IRO1MSMI0001	ملي‌ صنايع‌ مس‌ ايران‌
2019-04-28 15:40:53 : IRR1MSMI0101	ح . ملي‌ صنايع‌ مس‌ ايران‌
2019-04-28 15:40:53 : IRO1ENAZ0001	گسترش‌صنايع‌انرژي‌آذرآب‌
2019-04-28 15:40:53 : IRR1ENAZ0101	ح . گسترش‌صنايع‌انرژي‌آذرآب‌
2019-04-28 15:40:53 : IRO1NALM0001	نورد آلومينيوم‌
2019-04-28 15:40:53 : IRR1NALM0101	ح . نورد آلومينيوم‌
2019-04-28 15:40:53 : IRO1NGFO0001	نوردوقطعات‌ فولادي‌
2019-04-28 15:40:53 : IRR1NGFO0101	ح . نوردوقطعات‌ فولادي‌
2019-04-28 15:40:53 : IRO1FVAN0001	فولادكاويان‌
2019-04-28 15:40:53 : IRR1FVAN0101	ح . فولادكاويان‌
2019-04-28 15:40:53 : IRO1FOLD0001	فولاد مباركه اصفهان
2019-04-28 15:40:53 : IRR1FOLD0101	ح . فولاد مباركه اصفهان
2019-04-28 15:40:53 : IRO1FAIR0001	فولاد آلياژي ايران
2019-04-28 15:40:53 : IRR1FAIR0101	ح.فولاد آلياژي ايران
2019-04-28 15:40:53 : IRO1GPRS0001	قندپارس‌
2019-04-28 15:40:53 : IRR1GPRS0101	ح . قندپارس‌
2019-04-28 15:40:53 : IRO1GPSH0001	فرآورده‌هاي‌غدايي‌وقندپيرانشهر
2019-04-28 15:40:53 : IRR1GPSH0101	ح . قندپيرانشهر
2019-04-28 15:40:53 : IRO1GSBE0001	قند ثابت‌ خراسان‌
2019-04-28 15:40:53 : IRR1GSBE0101	ح . قند ثابت‌ خراسان‌
2019-04-28 15:40:53 : IRO1GTOR0001	فرآوردههاي غذايي وقندتربت‌جام‌
2019-04-28 15:40:53 : IRR1GTOR0101	ح .غذايي و قنتربت‌جام‌
2019-04-28 15:40:53 : IRO1GGAZ0001	كارخانجات‌ قند قزوين‌
2019-04-28 15:40:53 : IRR1GGAZ0101	ح . كارخانجات‌ قند قزوين‌
2019-04-28 15:40:53 : IRO1GGOH0001	قند قهستان‌
2019-04-28 15:40:53 : IRR1GGOH0101	ح . قند قهستان‌
2019-04-28 15:40:53 : IRO1GBIS0001	قند بيستون‌
2019-04-28 15:40:53 : IRR1GBIS0101	ح . قند بيستون‌
2019-04-28 15:40:53 : IRO1GSHI0001	قند شيرين‌ خراسان‌
2019-04-28 15:40:53 : IRR1GSHI0101	ح . قند شيرين‌ خراسان‌
2019-04-28 15:40:53 : IRO1SHKR0001	شكرشاهرود
2019-04-28 15:40:53 : IRR1SHKR0101	ح . ‌ شكرشاهرود
2019-04-28 15:40:53 : IRO1GHND0001	شهد
2019-04-28 15:40:53 : IRR1GHND0101	ح . شهد
2019-04-28 15:40:53 : IRO1GBJN0001	قندشيروان‌ ،قوچان‌ وبجنورد
2019-04-28 15:40:53 : IRR1GBJN0101	ح . قندشيروان‌ ،قوچان‌ وبجنورد
2019-04-28 15:40:53 : IRO1GESF0001	قنداصفهان‌
2019-04-28 15:40:53 : IRR1GESF0101	ح . قنداصفهان‌
2019-04-28 15:40:53 : IRO1GLOR0001	قند لرستان‌
2019-04-28 15:40:53 : IRR1GLOR0101	ح . قند لرستان‌
2019-04-28 15:40:53 : IRO1GMRO0001	قند مرودشت‌
2019-04-28 15:40:53 : IRR1GMRO0101	ح . قند مرودشت‌
2019-04-28 15:40:53 : IRO1GNJN0001	قندنقش‌جهان‌
2019-04-28 15:40:53 : IRR1GNJN0101	ح . قندنقش‌جهان‌
2019-04-28 15:40:53 : IRO1GNBO0001	قند نيشابور
2019-04-28 15:40:53 : IRR1GNBO0101	ح . قند نيشابور
2019-04-28 15:40:53 : IRO1GHEG0001	قندهكمتان‌
2019-04-28 15:40:53 : IRR1GHEG0101	ح . قندهكمتان‌
2019-04-28 15:40:53 : IRO1ABGN0001	آبگينه‌
2019-04-28 15:40:53 : IRR1ABGN0101	ح . آبگينه‌
2019-04-28 15:40:53 : IRO1NSAZ0001	فرآورده‌هاي‌نسوزآذر
2019-04-28 15:40:53 : IRR1NSAZ0101	ح . فرآورده‌هاي‌نسوزآذر
2019-04-28 15:40:53 : IRO1KESF0001	كاشي‌ اصفهان‌
2019-04-28 15:40:53 : IRR1KESF0101	ح . كاشي‌ اصفهان‌
2019-04-28 15:40:53 : IRO1KALA0001	بورس كالاي ايران
2019-04-28 15:40:53 : IRO1BAMA0001	باما
2019-04-28 15:40:53 : IRR1BAMA0101	ح . باما
2019-04-28 15:40:53 : IRO1KVEH0001	فولاد كاوه جنوب كيش
2019-04-28 15:40:53 : IRR1KVEH0101	ح .فولاد كاوه جنوب كيش
2019-04-28 15:40:53 : IRO1ITAL0001	ايتالران‌
2019-04-28 15:40:53 : IRR1ITAL0101	ح . ايتالران‌
2019-04-28 15:40:53 : IRO1IRGC0001	ايران‌ گچ‌
2019-04-28 15:40:53 : IRR1IRGC0101	ح . ايران‌ گچ‌
2019-04-28 15:40:53 : IRO1BAFG0001	معادن‌ بافق‌
2019-04-28 15:40:53 : IRR1BAFG0101	ح . معادن‌ بافق‌
2019-04-28 15:40:53 : IRO1KBRS0001	كارگزاران بورس اوراق بهادار
2019-04-28 15:40:53 : IRO1KPRS0001	كاشي‌ پارس‌
2019-04-28 15:40:53 : IRR1KPRS0101	ح . كاشي‌ پارس‌
2019-04-28 15:40:53 : IRO1PSIR0001	پشم‌شيشه‌ايران‌
2019-04-28 15:40:53 : IRR1PSIR0101	ح . پشم‌شيشه‌ايران‌
2019-04-28 15:40:53 : IRO1TKSM0001	توليدي‌ كاشي‌ تكسرام‌
2019-04-28 15:40:53 : IRR1TKSM0101	ح . توليدي‌ كاشي‌ تكسرام‌
2019-04-28 15:40:53 : IRO1CHML0001	معدني‌وصنعتي‌چادرملو
2019-04-28 15:40:53 : IRR1CHML0101	ح . معدني‌وصنعتي‌چادرملو
2019-04-28 15:40:53 : IRO1CHIR0001	چيني‌ ايران
2019-04-28 15:40:53 : IRR1CHIR0101	ح . چيني‌ ايران
2019-04-28 15:40:53 : IRO1KHFZ0001	كاشي‌ وسراميك‌ حافظ‌
2019-04-28 15:40:53 : IRR1KHFZ0101	ح . كاشي‌ وسراميك‌ حافظ‌
2019-04-28 15:40:53 : IRO1KCHI0001	صنايع‌خاك‌چيني‌ايران‌
2019-04-28 15:40:53 : IRR1KCHI0101	ح . صنايع‌خاك‌چيني‌ايران‌
2019-04-28 15:40:53 : IRO1DMVN0001	معدني‌ دماوند
2019-04-28 15:40:53 : IRR1DMVN0101	ح . معدني‌ دماوند
2019-04-28 15:40:53 : IRO1TSRZ0001	كارخانجات‌توليدي‌شيشه‌رازي‌
2019-04-28 15:40:53 : IRR1TSRZ0101	ح . ‌توليدي‌شيشه‌رازي‌
2019-04-28 15:40:53 : IRO1PKER0001	صنايع پتروشيمي كرمانشاه
2019-04-28 15:40:53 : IRR1PKER0101	ح. صنايع پتروشيمي كرمانشاه
2019-04-28 15:40:53 : IRO1ROOI0001	توسعه‌ معادن‌ روي‌ ايران‌
2019-04-28 15:40:53 : IRR1ROOI0101	ح . توسعه‌ معادن‌ روي‌ ايران‌
2019-04-28 15:40:53 : IRO1SISH0001	سايپاشيشه‌
2019-04-28 15:40:53 : IRR1SISH0101	ح . سايپاشيشه‌
2019-04-28 15:40:53 : IRO1SINA0001	صنايع‌ كاشي‌ و سراميك‌ سينا
2019-04-28 15:40:53 : IRR1SINA0101	ح . صنايع‌ كاشي‌ وسراميك‌ سينا
2019-04-28 15:40:53 : IRO1ARDK0001	سراميك‌هاي‌صنعتي‌اردكان‌
2019-04-28 15:40:53 : IRR1ARDK0101	ح . سراميك‌هاي‌صنعتي‌اردكان‌
2019-04-28 15:40:53 : IRO1PSER0001	پارس‌ سرام‌
2019-04-28 15:40:53 : IRR1PSER0101	ح . پارس‌ سرام‌
2019-04-28 15:40:53 : IRO1KSAD0001	كاشي‌ سعدي‌
2019-04-28 15:40:53 : IRR1KSAD0101	ح . كاشي‌ سعدي‌
2019-04-28 15:40:53 : IRO1TBAS0001	ذغال‌سنگ‌ نگين‌ ط‌بس‌
2019-04-28 15:40:53 : IRR1TBAS0101	ح . ذغال‌سنگ‌ نگين‌ ط‌بس‌
2019-04-28 15:40:53 : IRO1NSPS0001	فرآورده‌هاي‌ نسوز پارس‌
2019-04-28 15:40:53 : IRR1NSPS0101	ح . فرآورده‌هاي‌ نسوز پارس‌
2019-04-28 15:40:53 : IRO1NASI0001	فراورده‌ هاي‌ نسوزايران‌
2019-04-28 15:40:53 : IRR1NASI0101	ح . فراورده‌ هاي‌ نسوزايران‌
2019-04-28 15:40:53 : IRO1SHQZ0001	شيشه‌ قزوين‌
2019-04-28 15:40:53 : IRR1SHQZ0101	ح . شيشه‌ قزوين‌
2019-04-28 15:40:53 : IRO1SGAZ0001	شيشه‌ و گاز
2019-04-28 15:40:53 : IRR1SGAZ0101	ح . شيشه‌ و گاز
2019-04-28 15:40:53 : IRO1GOLG0001	معدني و صنعتي گل گهر
2019-04-28 15:40:53 : IRR1GOLG0101	ح . معدني و صنعتي گل گهر
2019-04-28 15:40:53 : IRO1ALVN0001	كاشي‌ الوند
2019-04-28 15:40:53 : IRR1ALVN0101	ح . كاشي‌ الوند
2019-04-28 15:40:53 : IRO1TAMI0001	تامين‌ ماسه‌ ريخته‌گري‌
2019-04-28 15:40:53 : IRR1TAMI0101	ح . تامين‌ ماسه‌ ريخته‌گري‌
2019-04-28 15:40:53 : IRO1MNGZ0001	معادن‌منگنزايران‌
2019-04-28 15:40:53 : IRR1MNGZ0101	ح . معادن‌منگنزايران‌
2019-04-28 15:40:53 : IRO1KNRZ0001	توسعه معدني و صنعتي صبانور
2019-04-28 15:40:53 : IRR1KNRZ0101	ح توسعه معدني و صنعتي صبانور
2019-04-28 15:40:53 : IRO1NILO0001	كاشي‌ نيلو
2019-04-28 15:40:53 : IRR1NILO0101	ح . كاشي‌ نيلو
2019-04-28 15:40:53 : IRO1BHSM0001	توليدي‌گرانيت‌بهسرام‌
2019-04-28 15:40:53 : IRR1BHSM0101	ح . توليدي‌گرانيت‌بهسرام‌
2019-04-28 15:40:53 : IRO1SHMD0001	شيشه‌ همدان‌
2019-04-28 15:40:53 : IRR1SHMD0101	ح . شيشه‌ همدان‌
2019-04-28 15:40:53 : IRO1VARZ0001	ورزيران‌
2019-04-28 15:40:53 : IRR1VARZ0101	ح . ورزيران‌
2019-04-28 15:40:53 : IRO1ASAL0001	آبسال‌
2019-04-28 15:40:53 : IRR1ASAL0101	ح . آبسال‌
2019-04-28 15:40:53 : IRO1AZMA0001	آزمايش‌
2019-04-28 15:40:53 : IRR1AZMA0101	ح . آزمايش‌
2019-04-28 15:40:53 : IRO1TBHM0001	توليدي‌ بهمن‌
2019-04-28 15:40:53 : IRR1TBHM0101	ح . توليدي‌ بهمن‌
2019-04-28 15:40:53 : IRO1BOTA0001	گروه‌صنعتي‌بوتان‌
2019-04-28 15:40:53 : IRR1BOTA0101	ح . گروه‌صنعتي‌بوتان‌
2019-04-28 15:40:53 : IRO1PELC0001	پارس‌ الكتريك‌
2019-04-28 15:40:53 : IRR1PELC0101	ح . پارس‌ الكتريك‌
2019-04-28 15:40:53 : IRO1IRPO0001	ايران‌ پويا
2019-04-28 15:40:53 : IRR1IRPO0101	ح . ايران‌ پويا
2019-04-28 15:40:53 : IRO1PYAM0001	كارخانجات‌ صنعتي‌ پيام‌
2019-04-28 15:40:53 : IRR1PYAM0101	ح . كارخانجات‌ صنعتي‌ پيام‌
2019-04-28 15:40:53 : IRO1JJNM0001	توليدي‌ جام‌ جهان‌ نما
2019-04-28 15:40:53 : IRR1JJNM0101	ح . توليدي‌ جام‌ جهان‌ نما
2019-04-28 15:40:53 : IRO1LKPS0001	لوازم‌ خانگي‌ پارس‌
2019-04-28 15:40:53 : IRR1LKPS0101	ح . لوازم‌ خانگي‌ پارس‌
2019-04-28 15:40:53 : IRO1KHAZ0001	پارس‌ خزر
2019-04-28 15:40:53 : IRR1KHAZ0101	ح . پارس‌ خزر
2019-04-28 15:40:53 : IRO1SRMA0001	سرما آفرين‌
2019-04-28 15:40:53 : IRR1SRMA0101	ح . سرما آفرين‌
2019-04-28 15:40:53 : IRO1KMOA0001	كارخانجات‌مخابراتي‌ايران‌
2019-04-28 15:40:53 : IRR1KMOA0101	ح . كارخانجات‌مخابراتي‌ايران‌
2019-04-28 15:40:53 : IRO1SMRI0001	صنايع‌مخابراتي‌راه‌دورايران‌
2019-04-28 15:40:53 : IRR1SMRI0101	ح . ‌مخابراتي‌راه‌دورايران‌
2019-04-28 15:40:53 : IRO1LTOS0001	تامين سرمايه لوتوس پارسيان
2019-04-28 15:40:53 : IRO1BVMA0001	بيمه ما
2019-04-28 15:40:53 : IRR1BVMA0101	ح . بيمه ما
2019-04-28 15:40:53 : IRO1MOBN0001	پتروشيمي مبين
2019-04-28 15:40:53 : IRO1DADE0001	داده‌پردازي‌ايران‌
2019-04-28 15:40:53 : IRR1DADE0101	ح . داده‌پردازي‌ايران‌
2019-04-28 15:40:53 : IRO1IAGM0001	ايران‌ارقام‌
2019-04-28 15:40:53 : IRR1IAGM0101	ح . ايران‌ارقام‌
2019-04-28 15:40:53 : IRO1BMEL0001	بيمه ملت
2019-04-28 15:40:53 : IRR1BMEL0101	ح. بيمه ملت
2019-04-28 15:40:53 : IRO1BROJ0001	نساجي‌ بروجرد
2019-04-28 15:40:53 : IRR1BROJ0101	ح . نساجي‌ بروجرد
2019-04-28 15:40:53 : IRO1NBRS0001	نهادهاي مالي بورس اوراق بهادار
2019-04-28 15:40:53 : IRO1PTOS0001	پشم‌ بافي‌ توس‌
2019-04-28 15:40:53 : IRR1PTOS0101	ح . پشم‌ بافي‌ توس‌
2019-04-28 15:40:53 : IRO1NKLA0001	نهادهاي مالي بورس كالاي ايران
2019-04-28 15:40:53 : IRO1MRIN0001	ايران‌ مرينوس‌
2019-04-28 15:40:53 : IRR1MRIN0101	ح . ايران‌ مرينوس‌
2019-04-28 15:40:53 : IRO1NORI0001	پتروشيمي نوري
2019-04-28 15:40:53 : IRO1HWEB0001	داده گسترعصرنوين-هاي وب
2019-04-28 15:40:53 : IRO1HMRZ0001	شركت ارتباطات سيار ايران
2019-04-28 15:40:53 : IRR1HMRZ0101	ح . شركت ارتباطات سيار ايران
2019-04-28 15:40:53 : IRO1TAZB0001	سرمايه‌گذاري‌توسعه‌آذربايجان‌
2019-04-28 15:40:53 : IRR1TAZB0101	ح . ‌توسعه‌آذربايجان‌
2019-04-28 15:40:53 : IRO1KARA0001	سرمايه‌گذاري‌كارآفرين‌(هلدينگ‌
2019-04-28 15:40:53 : IRR1KARA0101	ح . ‌كارآفرين‌(هلدينگ‌
2019-04-28 15:40:53 : IRO1ATDM0001	سرمايه‌ گذاري‌ آتيه‌ دماوند
2019-04-28 15:40:53 : IRR1ATDM0101	ح . سرمايه‌ گذاري‌آتيه‌ دماوند
2019-04-28 15:40:53 : IRO1IDOC0001	سرمايه گذاري اعتبار ايران
2019-04-28 15:40:53 : IRR1IDOC0101	ح.سرمايه گذاري اعتبار ايران
2019-04-28 15:40:53 : IRO1ALBZ0001	سرمايه‌ گذاري‌ البرز(هلدينگ‌
2019-04-28 15:40:53 : IRR1ALBZ0101	ح . سرمايه گذاري‌البرز(هلدينگ‌
2019-04-28 15:40:53 : IRO1OIMC0001	گروه مديريت سرمايه گذاري اميد
2019-04-28 15:40:53 : IRR1OIMC0101	ح.گروه مديريت سرمايه گذار اميد
2019-04-28 15:40:53 : IRO1BANS0001	بانك انصار
2019-04-28 15:40:53 : IRR1BANS0101	ح.بانك انصار
2019-04-28 15:40:53 : IRO1LIRZ0001	ليزينگ ايرانيان
2019-04-28 15:40:53 : IRO1BANK0001	سرمايه گذاري گروه توسعه ملي
2019-04-28 15:40:53 : IRR1BANK0101	ح. سرمايه گذاري گروه توسعه ملي
2019-04-28 15:40:53 : IRO1TSBE0001	توسعه‌ صنايع‌ بهشهر(هلدينگ
2019-04-28 15:40:53 : IRR1TSBE0101	ح . صنايع‌ بهشهر(هلدينگ
2019-04-28 15:40:53 : IRO1BSDR0001	بانك صادرات ايران
2019-04-28 15:40:53 : IRO1BMLT0001	بانك ملت
2019-04-28 15:40:53 : IRR1BMLT0101	ح . بانك ملت
2019-04-28 15:40:53 : IRO1SBAH0001	سرمايه‌گذاري‌بهمن‌
2019-04-28 15:40:53 : IRR1SBAH0101	ح . سرمايه‌گذاري‌بهمن‌
2019-04-28 15:40:53 : IRO1BALI0001	سرمايه‌گذاري‌بوعلي‌
2019-04-28 15:40:53 : IRR1BALI0101	ح . سرمايه‌گذاري‌بوعلي‌
2019-04-28 15:40:53 : IRO1BIME0001	سرمايه‌ گذاري‌ صنعت‌ بيمه‌
2019-04-28 15:40:53 : IRR1BIME0101	ح . سرمايه‌ گذاري‌ صنعت‌ بيمه‌
2019-04-28 15:40:53 : IRO1BPAR0001	بانك‌پارسيان‌
2019-04-28 15:40:53 : IRR1BPAR0101	ح . بانك‌پارسيان‌
2019-04-28 15:40:53 : IRO1BPAS0001	بانك پاسارگاد
2019-04-28 15:40:53 : IRR1BPAS0101	ح.بانك پاسارگاد
2019-04-28 15:40:53 : IRO1PETR0001	سرمايه‌گذاري صنايع پتروشيمي‌
2019-04-28 15:40:53 : IRR1PETR0101	ح . سرمايه‌ گذاري‌ پتروشيمي‌
2019-04-28 15:40:53 : IRO1DARO0001	داروپخش‌ (هلدينگ‌
2019-04-28 15:40:53 : IRR1DARO0101	ح . داروپخش‌ (هلدينگ‌
2019-04-28 15:40:53 : IRO1BPST0001	پست بانك ايران
2019-04-28 15:40:53 : IRO1BTEJ0001	بانك تجارت
2019-04-28 15:40:53 : IRR1BTEJ0101	ح . بانك تجارت
2019-04-28 15:40:53 : IRO1TGOS0001	توسعه‌شهري‌توس‌گستر
2019-04-28 15:40:53 : IRR1TGOS0101	ح . توسعه‌شهري‌توس‌گستر
2019-04-28 15:40:53 : IRO1TMEL0001	سرمايه‌گذاري‌توسعه‌ملي‌
2019-04-28 15:40:53 : IRR1TMEL0101	ح . سرمايه‌گذاري‌توسعه‌ملي‌
2019-04-28 15:40:53 : IRO1TSHE0001	سرمايه‌ گذاري‌ پارس‌ توشه‌
2019-04-28 15:40:53 : IRR1TSHE0101	ح . سرمايه‌ گذاري‌ پارس‌ توشه‌
2019-04-28 15:40:53 : IRO1TOSA0001	گروه س توسعه صنعتي ايران
2019-04-28 15:40:53 : IRR1TOSA0101	ح. سرمايه‌گذاري توسعه‌صنعتي
2019-04-28 15:40:53 : IRO1TOKA0001	سرمايه‌گذاري‌توكافولاد(هلدينگ
2019-04-28 15:40:53 : IRR1TOKA0101	ح . ‌توكافولاد(هلدينگ‌
